,experiment,metrics,value,exp_type,effect,ref,target
1221,result_PBMC_batch1_batch2_ind_batch2stimulated_1015_to_batch1_1079,Acc,0.9307142857142857,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1015,batch1_1079
1222,result_PBMC_batch1_batch2_ind_batch2stimulated_1015_to_batch1_1079,ARI,0.8798869649409264,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1015,batch1_1079
1223,result_PBMC_batch1_batch2_ind_batch2stimulated_1015_to_batch1_1079,macroF1,0.8367629386607014,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1015,batch1_1079
1224,result_PBMC_batch2_ind_control_1244_to_stimulated_1016,Acc,0.6438529784537389,PBMC_batch2_ind,clinical,batch2control_1244,batch2stimulated_1016
1225,result_PBMC_batch2_ind_control_1244_to_stimulated_1016,ARI,0.4600187127020234,PBMC_batch2_ind,clinical,batch2control_1244,batch2stimulated_1016
1226,result_PBMC_batch2_ind_control_1244_to_stimulated_1016,macroF1,0.6787497398627591,PBMC_batch2_ind,clinical,batch2control_1244,batch2stimulated_1016
1227,result_PBMC_batch1_ind_1249_to_1511,Acc,0.9186307519640853,PBMC_batch1_ind,individual,batch1_1249,batch1_1511
1228,result_PBMC_batch1_ind_1249_to_1511,ARI,0.849322066706097,PBMC_batch1_ind,individual,batch1_1249,batch1_1511
1229,result_PBMC_batch1_ind_1249_to_1511,macroF1,0.8308915314642076,PBMC_batch1_ind,individual,batch1_1249,batch1_1511
1230,result_PBMC_batch2_ind_stimulated_1016_to_control_107,Acc,0.874274661508704,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_107
1231,result_PBMC_batch2_ind_stimulated_1016_to_control_107,ARI,0.7937866451749575,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_107
1232,result_PBMC_batch2_ind_stimulated_1016_to_control_107,macroF1,0.773746321503974,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_107
1233,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1085,Acc,0.8060644346178143,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1085
1234,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1085,ARI,0.6172111805507037,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1085
1235,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1085,macroF1,0.6501185614995384,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1085
1236,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1039,Acc,0.7335473515248796,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1039
1237,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1039,ARI,0.5970263749310272,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1039
1238,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1039,macroF1,0.6028143015442133,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1039
1239,result_PBMC_batch2_ind_stimulated_1016_to_stimulated_1039,Acc,0.7367576243980738,PBMC_batch2_ind,individual,batch2stimulated_1016,batch2stimulated_1039
1240,result_PBMC_batch2_ind_stimulated_1016_to_stimulated_1039,ARI,0.60052512359023,PBMC_batch2_ind,individual,batch2stimulated_1016,batch2stimulated_1039
1241,result_PBMC_batch2_ind_stimulated_1016_to_stimulated_1039,macroF1,0.635888236258968,PBMC_batch2_ind,individual,batch2stimulated_1016,batch2stimulated_1039
1242,result_PBMC_batch2_ind_stimulated_1488_to_stimulated_1244,Acc,0.9485396383866481,PBMC_batch2_ind,individual,batch2stimulated_1488,batch2stimulated_1244
1243,result_PBMC_batch2_ind_stimulated_1488_to_stimulated_1244,ARI,0.9339588298825068,PBMC_batch2_ind,individual,batch2stimulated_1488,batch2stimulated_1244
1244,result_PBMC_batch2_ind_stimulated_1488_to_stimulated_1244,macroF1,0.8042252846892576,PBMC_batch2_ind,individual,batch2stimulated_1488,batch2stimulated_1244
1245,result_PBMC_batch2_ind_control_101_to_stimulated_107,Acc,0.9119373776908023,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_107
1246,result_PBMC_batch2_ind_control_101_to_stimulated_107,ARI,0.8575317180891563,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_107
1247,result_PBMC_batch2_ind_control_101_to_stimulated_107,macroF1,0.7759113317144473,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_107
1248,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1016,Acc,0.8641903656413232,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1016
1249,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1016,ARI,0.7182580057889567,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1016
1250,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1016,macroF1,0.719821819376399,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1016
1251,result_PBMC_batch1_ind_1511_to_1043,Acc,0.9143546441495778,PBMC_batch1_ind,individual,batch1_1511,batch1_1043
1252,result_PBMC_batch1_ind_1511_to_1043,ARI,0.8562821455779095,PBMC_batch1_ind,individual,batch1_1511,batch1_1043
1253,result_PBMC_batch1_ind_1511_to_1043,macroF1,0.7572961624662402,PBMC_batch1_ind,individual,batch1_1511,batch1_1043
1254,result_PBMC_batch1_ind_1511_to_1079,Acc,0.9421428571428572,PBMC_batch1_ind,individual,batch1_1511,batch1_1079
1255,result_PBMC_batch1_ind_1511_to_1079,ARI,0.8879939753228717,PBMC_batch1_ind,individual,batch1_1511,batch1_1079
1256,result_PBMC_batch1_ind_1511_to_1079,macroF1,0.8789802977670098,PBMC_batch1_ind,individual,batch1_1511,batch1_1079
1257,result_PBMC_batch2_ind_control_107_to_stimulated_1488,Acc,0.9043408360128617,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1488
1258,result_PBMC_batch2_ind_control_107_to_stimulated_1488,ARI,0.8844648354625361,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1488
1259,result_PBMC_batch2_ind_control_107_to_stimulated_1488,macroF1,0.6854468064649004,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1488
1260,result_PBMC_batch1_ind_1085_to_1511,Acc,0.8742985409652076,PBMC_batch1_ind,individual,batch1_1085,batch1_1511
1261,result_PBMC_batch1_ind_1085_to_1511,ARI,0.7755824117255893,PBMC_batch1_ind,individual,batch1_1085,batch1_1511
1262,result_PBMC_batch1_ind_1085_to_1511,macroF1,0.7739661538972644,PBMC_batch1_ind,individual,batch1_1085,batch1_1511
1263,result_PBMC_batch2_ind_stimulated_1256_to_control_1256,Acc,0.9487666034155597,PBMC_batch2_ind,clinical,batch2stimulated_1256,batch2control_1256
1264,result_PBMC_batch2_ind_stimulated_1256_to_control_1256,ARI,0.9256623116175902,PBMC_batch2_ind,clinical,batch2stimulated_1256,batch2control_1256
1265,result_PBMC_batch2_ind_stimulated_1256_to_control_1256,macroF1,0.8795692112096185,PBMC_batch2_ind,clinical,batch2stimulated_1256,batch2control_1256
1266,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1598,Acc,0.8216258879242304,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1598
1267,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1598,ARI,0.6612940754032429,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1598
1268,result_PBMC_batch1_batch2_ind_batch2control_1016_to_batch1_1598,macroF1,0.7440592436260409,PBMC_batch1_batch2_ind,batch,batch2control_1016,batch1_1598
1269,result_PBMC_batch2_ind_control_107_to_stimulated_1256,Acc,0.9087701612903226,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1256
1270,result_PBMC_batch2_ind_control_107_to_stimulated_1256,ARI,0.8917092168008013,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1256
1271,result_PBMC_batch2_ind_control_107_to_stimulated_1256,macroF1,0.6912099279277188,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1256
1272,result_PBMC_batch1_batch2_ind_batch2control_101_to_batch1_1079,Acc,0.9171428571428571,PBMC_batch1_batch2_ind,batch,batch2control_101,batch1_1079
1273,result_PBMC_batch1_batch2_ind_batch2control_101_to_batch1_1079,ARI,0.8564963371414241,PBMC_batch1_batch2_ind,batch,batch2control_101,batch1_1079
1274,result_PBMC_batch1_batch2_ind_batch2control_101_to_batch1_1079,macroF1,0.8305193688925921,PBMC_batch1_batch2_ind,batch,batch2control_101,batch1_1079
1275,result_PBMC_batch2_ind_control_101_to_stimulated_1244,Acc,0.9485396383866481,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_1244
1276,result_PBMC_batch2_ind_control_101_to_stimulated_1244,ARI,0.9211651594262117,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_1244
1277,result_PBMC_batch2_ind_control_101_to_stimulated_1244,macroF1,0.8221853464874731,PBMC_batch2_ind,clinical,batch2control_101,batch2stimulated_1244
1278,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1079,Acc,0.8971428571428571,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1079
1279,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1079,ARI,0.821452393010832,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1079
1280,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1079,macroF1,0.7964190209791516,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1079
1281,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1598,Acc,0.8966061562746646,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1598
1282,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1598,ARI,0.8134711125696651,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1598
1283,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1598,macroF1,0.8491786026739442,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1598
1284,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1015,Acc,0.864499634769905,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1015
1285,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1015,ARI,0.7487675618958518,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1015
1286,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1015,macroF1,0.7138843960052805,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1015
1287,result_PBMC_batch1_batch2_ind_batch2control_1015_to_batch1_1079,Acc,0.9342857142857143,PBMC_batch1_batch2_ind,batch,batch2control_1015,batch1_1079
1288,result_PBMC_batch1_batch2_ind_batch2control_1015_to_batch1_1079,ARI,0.8862917383128323,PBMC_batch1_batch2_ind,batch,batch2control_1015,batch1_1079
1289,result_PBMC_batch1_batch2_ind_batch2control_1015_to_batch1_1079,macroF1,0.8819772197121137,PBMC_batch1_batch2_ind,batch,batch2control_1015,batch1_1079
1290,result_PBMC_batch2_ind_stimulated_107_to_stimulated_1488,Acc,0.9208199356913184,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_1488
1291,result_PBMC_batch2_ind_stimulated_107_to_stimulated_1488,ARI,0.9084468005582182,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_1488
1292,result_PBMC_batch2_ind_stimulated_107_to_stimulated_1488,macroF1,0.6320248955136529,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_1488
1293,result_PBMC_batch2_ind_control_1488_to_control_1244,Acc,0.9430548163916977,PBMC_batch2_ind,individual,batch2control_1488,batch2control_1244
1294,result_PBMC_batch2_ind_control_1488_to_control_1244,ARI,0.923632402761349,PBMC_batch2_ind,individual,batch2control_1488,batch2control_1244
1295,result_PBMC_batch2_ind_control_1488_to_control_1244,macroF1,0.8014744744412148,PBMC_batch2_ind,individual,batch2control_1488,batch2control_1244
1296,result_PBMC_batch2_ind_control_1015_to_control_1039,Acc,0.8373101952277657,PBMC_batch2_ind,individual,batch2control_1015,batch2control_1039
1297,result_PBMC_batch2_ind_control_1015_to_control_1039,ARI,0.7513729606548325,PBMC_batch2_ind,individual,batch2control_1015,batch2control_1039
1298,result_PBMC_batch2_ind_control_1015_to_control_1039,macroF1,0.7452328645471031,PBMC_batch2_ind,individual,batch2control_1015,batch2control_1039
1299,result_PBMC_batch2_ind_stimulated_101_to_control_1039,Acc,0.8221258134490239,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1039
1300,result_PBMC_batch2_ind_stimulated_101_to_control_1039,ARI,0.7139473635629919,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1039
1301,result_PBMC_batch2_ind_stimulated_101_to_control_1039,macroF1,0.7217135975166658,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1039
1302,result_PBMC_batch2_ind_control_1039_to_control_107,Acc,0.8800773694390716,PBMC_batch2_ind,individual,batch2control_1039,batch2control_107
1303,result_PBMC_batch2_ind_control_1039_to_control_107,ARI,0.8551779048234655,PBMC_batch2_ind,individual,batch2control_1039,batch2control_107
1304,result_PBMC_batch2_ind_control_1039_to_control_107,macroF1,0.7125042572741028,PBMC_batch2_ind,individual,batch2control_1039,batch2control_107
1305,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1016,Acc,0.7845373891001267,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1016
1306,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1016,ARI,0.5740865244718307,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1016
1307,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1016,macroF1,0.6025594389496665,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1016
1308,result_PBMC_batch2_ind_stimulated_107_to_control_101,Acc,0.8717948717948718,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_101
1309,result_PBMC_batch2_ind_stimulated_107_to_control_101,ARI,0.8018813821291261,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_101
1310,result_PBMC_batch2_ind_stimulated_107_to_control_101,macroF1,0.6726456998908552,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_101
1311,result_PBMC_batch1_ind_1598_to_1043,Acc,0.9221954161640531,PBMC_batch1_ind,individual,batch1_1598,batch1_1043
1312,result_PBMC_batch1_ind_1598_to_1043,ARI,0.8642046347942335,PBMC_batch1_ind,individual,batch1_1598,batch1_1043
1313,result_PBMC_batch1_ind_1598_to_1043,macroF1,0.8700478598561754,PBMC_batch1_ind,individual,batch1_1598,batch1_1043
1314,result_PBMC_batch2_ind_control_1488_to_control_1016,Acc,0.73476494486361,PBMC_batch2_ind,individual,batch2control_1488,batch2control_1016
1315,result_PBMC_batch2_ind_control_1488_to_control_1016,ARI,0.5329607944104098,PBMC_batch2_ind,individual,batch2control_1488,batch2control_1016
1316,result_PBMC_batch2_ind_control_1488_to_control_1016,macroF1,0.7055239141088354,PBMC_batch2_ind,individual,batch2control_1488,batch2control_1016
1317,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1598,Acc,0.914759273875296,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1598
1318,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1598,ARI,0.8363257788186255,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1598
1319,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1598,macroF1,0.8861674737481734,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1598
1320,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_101,Acc,0.875886524822695,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_101
1321,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_101,ARI,0.791069495531861,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_101
1322,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_101,macroF1,0.716461779945033,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_101
1323,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2stimulated_1244,Acc,0.9214186369958275,PBMC_batch1_batch2_ind,batch|clinical,batch1_1079,batch2stimulated_1244
1324,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2stimulated_1244,ARI,0.8863635385340234,PBMC_batch1_batch2_ind,batch|clinical,batch1_1079,batch2stimulated_1244
1325,result_PBMC_batch1_batch2_ind_batch1_1079_to_batch2stimulated_1244,macroF1,0.7006787983914472,PBMC_batch1_batch2_ind,batch|clinical,batch1_1079,batch2stimulated_1244
1326,result_PBMC_batch2_ind_stimulated_1244_to_control_1039,Acc,0.7852494577006508,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1039
1327,result_PBMC_batch2_ind_stimulated_1244_to_control_1039,ARI,0.713808554634365,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1039
1328,result_PBMC_batch2_ind_stimulated_1244_to_control_1039,macroF1,0.643475689257423,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1039
1329,result_PBMC_batch2_ind_stimulated_107_to_control_1016,Acc,0.6958792803250146,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1016
1330,result_PBMC_batch2_ind_stimulated_107_to_control_1016,ARI,0.521184240559095,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1016
1331,result_PBMC_batch2_ind_stimulated_107_to_control_1016,macroF1,0.6122072858583885,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1016
1332,result_PBMC_batch2_ind_control_1256_to_control_1015,Acc,0.9138056975894814,PBMC_batch2_ind,individual,batch2control_1256,batch2control_1015
1333,result_PBMC_batch2_ind_control_1256_to_control_1015,ARI,0.8437514651117632,PBMC_batch2_ind,individual,batch2control_1256,batch2control_1015
1334,result_PBMC_batch2_ind_control_1256_to_control_1015,macroF1,0.7894320963722162,PBMC_batch2_ind,individual,batch2control_1256,batch2control_1015
1335,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1488,Acc,0.920016077170418,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1488
1336,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1488,ARI,0.8999308166320092,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1488
1337,result_PBMC_batch2_ind_stimulated_101_to_stimulated_1488,macroF1,0.7401721983066796,PBMC_batch2_ind,individual,batch2stimulated_101,batch2stimulated_1488
1338,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_101,Acc,0.7872340425531915,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_101
1339,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_101,ARI,0.673721144868914,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_101
1340,result_PBMC_batch1_batch2_ind_batch1_1085_to_batch2stimulated_101,macroF1,0.6112610448672297,PBMC_batch1_batch2_ind,batch|clinical,batch1_1085,batch2stimulated_101
1341,result_PBMC_batch2_ind_control_101_to_control_1015,Acc,0.910518626734843,PBMC_batch2_ind,individual,batch2control_101,batch2control_1015
1342,result_PBMC_batch2_ind_control_101_to_control_1015,ARI,0.8410899263605823,PBMC_batch2_ind,individual,batch2control_101,batch2control_1015
1343,result_PBMC_batch2_ind_control_101_to_control_1015,macroF1,0.7901402570176913,PBMC_batch2_ind,individual,batch2control_101,batch2control_1015
1344,result_PBMC_batch1_batch2_ind_batch2stimulated_1039_to_batch1_1154,Acc,0.6718246292714378,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1039,batch1_1154
1345,result_PBMC_batch1_batch2_ind_batch2stimulated_1039_to_batch1_1154,ARI,0.47354400887267006,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1039,batch1_1154
1346,result_PBMC_batch1_batch2_ind_batch2stimulated_1039_to_batch1_1154,macroF1,0.6000015728345892,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1039,batch1_1154
1347,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1488,Acc,0.9252411575562701,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1488
1348,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1488,ARI,0.9095853490890023,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1488
1349,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1488,macroF1,0.7533172515487072,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1488
1350,result_PBMC_batch1_batch2_ind_batch2stimulated_1039_to_batch1_1043,Acc,0.8721351025331725,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1039,batch1_1043
1351,result_PBMC_batch1_batch2_ind_batch2stimulated_1039_to_batch1_1043,ARI,0.7993075520424889,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1039,batch1_1043
1352,result_PBMC_batch1_batch2_ind_batch2stimulated_1039_to_batch1_1043,macroF1,0.7658295315104735,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1039,batch1_1043
1353,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1039,Acc,0.7678958785249458,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1039
1354,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1039,ARI,0.7051881274825418,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1039
1355,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1039,macroF1,0.6258153568267408,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1039
1356,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_1488,Acc,0.9433279742765274,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_1488
1357,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_1488,ARI,0.9344847090555607,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_1488
1358,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_1488,macroF1,0.7832725364345837,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_1488
1359,result_PBMC_batch2_ind_stimulated_1488_to_stimulated_101,Acc,0.8306737588652482,PBMC_batch2_ind,individual,batch2stimulated_1488,batch2stimulated_101
1360,result_PBMC_batch2_ind_stimulated_1488_to_stimulated_101,ARI,0.7215078728576165,PBMC_batch2_ind,individual,batch2stimulated_1488,batch2stimulated_101
1361,result_PBMC_batch2_ind_stimulated_1488_to_stimulated_101,macroF1,0.7088094406335669,PBMC_batch2_ind,individual,batch2stimulated_1488,batch2stimulated_101
1362,result_PBMC_batch2_ind_control_1015_to_stimulated_1244,Acc,0.935326842837274,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_1244
1363,result_PBMC_batch2_ind_control_1015_to_stimulated_1244,ARI,0.8965615381430448,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_1244
1364,result_PBMC_batch2_ind_control_1015_to_stimulated_1244,macroF1,0.792401704735931,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_1244
1365,result_PBMC_batch2_ind_stimulated_1015_to_control_1256,Acc,0.933111954459203,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1256
1366,result_PBMC_batch2_ind_stimulated_1015_to_control_1256,ARI,0.9025016695378221,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1256
1367,result_PBMC_batch2_ind_stimulated_1015_to_control_1256,macroF1,0.8283135728504775,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1256
1368,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_107,Acc,0.8375241779497099,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_107
1369,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_107,ARI,0.7415047929658124,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_107
1370,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_107,macroF1,0.6017991547165785,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_107
1371,result_PBMC_batch2_ind_control_1015_to_stimulated_1488,Acc,0.9421221864951769,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_1488
1372,result_PBMC_batch2_ind_control_1015_to_stimulated_1488,ARI,0.9239891527630056,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_1488
1373,result_PBMC_batch2_ind_control_1015_to_stimulated_1488,macroF1,0.8232628764121077,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_1488
1374,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1015,Acc,0.8517165814463111,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1015
1375,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1015,ARI,0.7583439596096861,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1015
1376,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1015,macroF1,0.7411177009189445,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1015
1377,result_PBMC_batch1_batch2_ind_batch2stimulated_1015_to_batch1_1598,Acc,0.8310970797158642,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1015,batch1_1598
1378,result_PBMC_batch1_batch2_ind_batch2stimulated_1015_to_batch1_1598,ARI,0.7465923359405666,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1015,batch1_1598
1379,result_PBMC_batch1_batch2_ind_batch2stimulated_1015_to_batch1_1598,macroF1,0.7229673150607776,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1015,batch1_1598
1380,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_101,Acc,0.8023049645390071,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_101
1381,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_101,ARI,0.702751797011235,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_101
1382,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_101,macroF1,0.6646292676720785,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_101
1383,result_PBMC_batch2_ind_control_1039_to_control_101,Acc,0.8554778554778555,PBMC_batch2_ind,individual,batch2control_1039,batch2control_101
1384,result_PBMC_batch2_ind_control_1039_to_control_101,ARI,0.7708409712067381,PBMC_batch2_ind,individual,batch2control_1039,batch2control_101
1385,result_PBMC_batch2_ind_control_1039_to_control_101,macroF1,0.7126945874356729,PBMC_batch2_ind,individual,batch2control_1039,batch2control_101
1386,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_1016,Acc,0.6343472750316856,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_1016
1387,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_1016,ARI,0.4688722816586918,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_1016
1388,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_1016,macroF1,0.6603137115833334,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_1016
1389,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_1039,Acc,0.8378812199036918,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_1039
